organization_name,coursera_name,coursera_code,star,reviews,level,result
Coursera Project Network,Generative AI with Vertex AI: Build a customer chatbot,Generative AI with Vertex AI: Build a customer chatbot,NaN,NaN,Intermediate level,"['Summarize customer support calls.', 'Classify customer support calls.', 'Build a simple interactive customer service chatbot that provides information to customers on request.']"
Johns Hopkins University,Applied Calculus with Python,Applied Calculus with Python,4.8,31,Intermediate level,[]
"University of California, Davis",Creating Dashboards and Storytelling with Tableau,Creating Dashboards and Storytelling with Tableau,4.6,1005,Beginner level,"[' Combine the data and follow the best practices to present your story  ', ' Create calculated fields for KPIs to build a figure that will be used to measure progress in the data  ', 'Assemble a dashboard  ', ' Analyze concepts and techniques for compelling storytelling with data  ']"
University of Michigan,Fitting Statistical Models to Data with Python,Fitting Statistical Models to Data with Python,4.4,676,Intermediate level,"['Deepen your understanding of statistical inference techniques by mastering the art of fitting statistical models to data.', 'Connect research questions with data analysis methods, emphasizing objectives, relationships between variables, and making predictions.', 'Explore various statistical modeling techniques like linear regression, logistic regression, and Bayesian inference using real data sets.', 'Work through hands-on case studies in Python with libraries like Statsmodels, Pandas, and Seaborn in the Jupyter Notebook environment.']"
Duke University,Foundations of Local Large Language models,Foundations of Local Large Language models,NaN,NaN,Beginner level,"['Local Large Language Models (LLMs) ', 'Tools for running LLMs locally like Llamafile']"
Microsoft,Microsoft Azure Machine Learning,Microsoft Azure Machine Learning,4.4,179,Beginner level,"['How to describe capabilities of no-code machine learning with Azure Machine Learning Studio', 'How to identify core tasks in creating a machine learning solution', 'How to describe core machine learning concepts', 'How to identify common machine learning types']"
Stanford University,Probabilistic Graphical Models 2: Inference,Probabilistic Graphical Models 2: Inference,4.6,482,Advanced level,[]
Databricks,Data Science with Databricks for Data Analysts Specialization,Data Science with Databricks for Data Analysts Specialization,4.4,469,Intermediate level,"['Discover how Databricks and Apache Spark simplify big data processing and optimize data analysis. ', 'Frame business problems for data science and machine learning to make the most out of big data analytic workflows.', 'Solve real-world business problems quickly using Databricks to power the most popular data science techniques. ']"
"University of California, Davis",Data Visualization with Tableau Project,Data Visualization with Tableau Project,4.6,541,Intermediate level,"['Develop a project proposal', ' Assess the quality of the data and perform exploratory analysis', ' Create KPIs and dashboards and assess your analysis', ' Create your data story and write a narrative to accompany your visualization']"
University of Colorado Boulder,"Statistics and Data Analysis with Excel, Part 1","Statistics and Data Analysis with Excel, Part 1",NaN,NaN,Beginner level,"['Calculate descriptive statistics (traditional and robust estimators).', 'Understand probability and apply probability rules.', ' Utilize statistical functions in Microsoft Excel.', ' Visualize univariate and bivariate data in Microsoft Excel.']"
IBM,Assessment for Data Analysis and Visualization Foundations,Assessment for Data Analysis and Visualization Foundations,4.6,206,Beginner level,"['Demonstrate readiness for performing foundational data analysis and data visualization tasks and key steps in the Data Analytics process.', 'Differentiate between the roles different data professionals play in a modern data ecosystem.', 'Perform basic Excel tasks for Data Analysis including data quality and data preparation skills.', 'Exhibit abilities in visualizing data using Excel and proficiency in creating dashboards using Excel and Cognos Analytics.']"
Scrimba,"Build AI Apps with ChatGPT, Dall-E, and GPT-4","Build AI Apps with ChatGPT, Dall-E, and GPT-4",4.3,69,Intermediate level,"['The basic concept of AI Engineering', 'How to build apps with the OpenAI API', 'How to deploy your AI apps on the web']"
Google Cloud,Managing Machine Learning Projects with Google Cloud,Managing Machine Learning Projects with Google Cloud,4.6,3616,Beginner level,"['Explore common machine learning use cases implemented by businesses.', 'Assess the feasibility of your own ML use case and its ability to meaningfully impact your business. ', 'Identify the requirements to build, train, and evaluate an ML model. ', 'Define data characteristics and biases that affect the quality of ML models and recognize key considerations for managing ML projects. ']"
Tableau Learning Partner,Communicating Data Insights with Tableau,Communicating Data Insights with Tableau,4.5,22,Beginner level,"[' Identify data storytelling best principles to convey business insights.', ' Build interactive dashboards and stories in Tableau.', 'Utilize data storytelling design principles to craft a compelling presentation so stakeholders can explore data to build their own insights.']"
Coursera Project Network,Basic Image Classification with TensorFlow,Basic Image Classification with TensorFlow,4.6,819,Beginner level,"['Create, train and evaluate a neural network in TensorFlow', 'Understand the basics of neural networks', 'Solve classification problems with neural networks']"
IBM,Unsupervised Machine Learning,Unsupervised Machine Learning,4.7,240,Intermediate level,[]
IBM,Machine Learning Capstone,Machine Learning Capstone,4.5,70,Advanced level,"['Compare and contrast different machine learning algorithms by creating recommender systems in Python', 'Predict course ratings by training a neural network and constructing regression and classification models', 'Create recommendation systems by applying your knowledge of KNN, PCA, and non-negative matrix collaborative filtering', ' Develop a final presentation and evaluate your peers’ projects']"
American Psychological Association,Statistics in Psychological Research,Statistics in Psychological Research,4.7,16,Beginner level,"[' Explain ways to categorize variables and describe data.', 'Describe how graphs are used to visualize data.', 'Describe the logic of inferential statistics and null hypothesis significance testing.', 'Select the appropriate inferential test based on criteria.', ' Compare and contrast the use of statistical significance, effect size, and confidence intervals.', 'Explain the importance of statistical power.  ', 'Describe how alternative procedures address the major objections to null hypothesis significance testing.  ']"
